,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,remote_ratio,company_size,company_location_iso_a3,employee_residence_iso_a3,gdp_company_location,gdp_employee_residence,same_country,ai_or_ml_job
1217,2021,2,FT,Cyber Security Analyst,95000,USD,95000,100,2,CAN,USA,46991.21483238116,56823.436824068805,0.0,0.0
1218,2021,2,FT,Machine Learning Scientist,225000,USD,225000,100,2,CAN,USA,46991.21483238116,56823.436824068805,0.0,1.0
1219,2021,2,FT,Product Designer,138000,USD,138000,100,2,CAN,USA,46991.21483238116,56823.436824068805,0.0,0.0
1220,2021,2,FT,Principal DevOps Engineer,151500,USD,151500,100,2,GBR,USA,43044.983613571414,56823.436824068805,0.0,0.0
1221,2021,1,FT,Cloud Security Engineer,155000,USD,155000,100,2,GBR,USA,43044.983613571414,56823.436824068805,0.0,0.0
1222,2021,2,FT,Principal DevOps Engineer,151500,USD,151500,100,2,GBR,USA,43044.983613571414,56823.436824068805,0.0,0.0
1223,2021,2,FT,Principal DevOps Engineer,200000,USD,200000,100,2,DEU,USA,49370.910498232144,56823.436824068805,0.0,0.0
1224,2021,1,FT,Cloud Security Engineer,110000,USD,110000,50,2,DEU,USA,49370.910498232144,56823.436824068805,0.0,0.0
1225,2021,1,FT,Cloud Security Engineer,110000,USD,110000,50,2,DEU,USA,49370.910498232144,56823.436824068805,0.0,0.0
1226,2021,2,FT,Principal DevOps Engineer,200000,USD,200000,100,2,DEU,USA,49370.910498232144,56823.436824068805,0.0,0.0
1227,2021,2,FT,Infrastructure Engineer,124630,USD,124630,100,2,AUS,USA,51178.49790290832,56823.436824068805,0.0,0.0
1228,2021,1,FT,Cyber Security Analyst,119000,USD,119000,100,2,AUS,USA,51178.49790290832,56823.436824068805,0.0,0.0
1229,2021,1,FT,Cyber Security Analyst,119000,USD,119000,100,2,AUS,USA,51178.49790290832,56823.436824068805,0.0,0.0
1230,2021,2,FT,Infrastructure Engineer,124630,USD,124630,100,2,AUS,USA,51178.49790290832,56823.436824068805,0.0,0.0
1231,2020,2,FT,Cloud Engineer,165000,USD,165000,100,2,CHE,USA,60257.618011382045,56823.436824068805,0.0,0.0
1232,2021,0,FT,Cyber Security Analyst,85000,USD,85000,50,1,ISR,USA,35784.40007393033,56823.436824068805,0.0,0.0
1233,2021,0,FT,Cyber Security Analyst,85000,USD,85000,50,1,ISR,USA,35784.40007393033,56823.436824068805,0.0,0.0
1234,2021,2,FT,Infrastructure Engineer,160000,CAD,127620,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1235,2021,2,FT,DevOps Engineer,180000,CAD,143572,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1236,2021,1,FT,DevOps Engineer,130000,CAD,103691,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1237,2021,2,FT,Cloud Operations Engineer,180000,CAD,143572,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1238,2021,1,FT,Cloud Infrastructure Engineer,145000,CAD,115655,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1239,2021,2,FT,Site Reliability Engineer,160000,CAD,127620,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1240,2021,2,FT,Azure Cloud Engineer,100000,CAD,79762,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1241,2022,1,FT,Cyber Security Engineer,130000,CAD,103148,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1242,2022,1,FT,Cyber Security Engineer,130000,CAD,103148,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1243,2020,2,FT,Information Security Manager,150000,CAD,111883,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1244,2021,1,FT,Product Designer,125000,USD,125000,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1245,2020,2,FT,Network and Security Engineer,240000,USD,240000,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1246,2021,2,FT,Azure Cloud Engineer,100000,CAD,79762,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1247,2021,2,FT,Cloud Operations Engineer,180000,CAD,143572,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1248,2021,1,FT,Cloud Infrastructure Engineer,145000,CAD,115655,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1249,2021,2,FT,Site Reliability Engineer,160000,CAD,127620,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1250,2020,2,FT,Infrastructure Engineer,90000,USD,90000,100,0,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1251,2021,2,FT,DevOps Engineer,180000,CAD,143572,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1252,2020,1,FT,DevOps Engineer,160000,CAD,119342,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1253,2021,1,FT,DevOps Engineer,130000,CAD,103691,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1254,2021,1,FT,Business Operations Manager,125000,USD,125000,100,0,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1255,2021,2,FT,Infrastructure Engineer,160000,CAD,127620,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1256,2020,0,FT,Hardware Support Engineer,70000,USD,70000,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1257,2021,2,FT,Technical Product Manager,170000,CAD,135596,100,2,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1258,2020,2,FT,Product Manager,153000,USD,153000,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1259,2020,2,FT,Product Manager,169800,USD,169800,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1260,2020,2,FT,Software Engineer,136800,USD,136800,100,1,USA,CAN,56823.436824068805,46991.21483238116,0.0,0.0
1261,2021,2,FT,DevOps Engineer,142000,CAD,113262,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1262,2021,2,FT,DevOps Engineer,135000,CAD,107679,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1263,2021,2,FT,DevOps Infrastructure Engineer,145000,CAD,115655,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1264,2021,2,FT,DevOps Engineer,105000,CAD,83750,50,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1265,2021,1,FT,Azure Cloud Engineer,130000,CAD,103691,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1266,2021,2,FT,Platform Engineer,200000,CAD,159525,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1267,2021,2,FT,Platform Engineer,300000,CAD,239287,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1268,2021,1,FT,DevOps Engineer,100000,CAD,79762,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1269,2021,1,FT,DevOps Engineer,90000,CAD,71786,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1270,2021,1,FT,Security Automation Engineer,96000,CAD,76572,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1271,2021,2,FT,Site Reliability Engineering Manager,180000,CAD,143572,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1272,2021,1,FT,DevOps Engineer,82000,CAD,65405,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1273,2021,2,FT,Principal Site Reliability Engineer,140000,CAD,111667,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1274,2021,1,FT,Cloud DevOps Engineer,125000,CAD,99703,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1275,2021,2,FT,DevOps Manager,95000,CAD,75774,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1276,2021,2,FT,Director of Infrastructure,250000,CAD,199406,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1277,2021,1,FT,DevSecOps Engineer,75000,CAD,59821,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1278,2021,1,FT,Site Reliability Engineer,138000,CAD,110072,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1279,2021,2,FT,Software QA Automation Engineer,108000,CAD,86143,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1280,2021,1,FT,DevOps Engineer,107000,CAD,85346,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1281,2021,2,FT,Site Reliability Engineer,125000,CAD,99703,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1282,2021,1,FT,Site Reliability Engineer,100000,CAD,79762,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1283,2021,0,FT,DevOps Engineer,65000,CAD,51845,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1284,2021,0,FT,DevOps Engineer,70000,CAD,55833,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1285,2021,2,FT,DevSecOps Engineer,130000,CAD,103691,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1286,2021,2,FT,Site Reliability Engineer,105000,CAD,83750,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1287,2021,2,FT,Ansible Automation Engineer,260000,CAD,207382,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1288,2021,3,FT,DevOps Manager,160000,CAD,127620,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1289,2022,2,FT,DevOps Engineer,144000,CAD,114256,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1290,2021,2,FT,Penetration Tester,126000,CAD,100500,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1291,2021,2,FT,Penetration Tester,113500,CAD,90530,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1292,2021,0,FT,SOC Analyst,76000,CAD,60619,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1293,2021,2,FT,Cyber Security Analyst,99000,CAD,78965,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1294,2021,0,FT,Information Security Analyst,76000,CAD,60619,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1295,2021,3,FT,Information Security Architect,170000,CAD,135596,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1296,2021,0,FT,SOC Analyst,47000,CAD,37488,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1297,2021,1,FT,Penetration Tester,95000,CAD,75774,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1298,2021,1,FT,Information Security Analyst,100000,CAD,79762,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1299,2021,2,FT,Information Security Manager,140000,CAD,111667,50,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1300,2021,2,FT,Information Security Specialist,85000,CAD,67798,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1301,2021,2,FT,Security Engineer,150000,CAD,119643,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1302,2021,3,FT,Chief Information Security Officer,300000,CAD,239287,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1303,2021,1,FT,SOC Analyst,80000,CAD,63810,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1304,2021,1,FT,Penetration Tester,80000,CAD,63810,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1305,2021,2,FT,Cyber Security Specialist,95000,CAD,75774,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1306,2022,1,FT,Information Security Specialist,100000,AUD,72046,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1307,2022,1,FT,Information Security Specialist,100000,CAD,79344,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1308,2022,0,FT,Cyber Threat Analyst,99000,USD,99000,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1309,2021,2,FT,Data Scientist,110000,CAD,87738,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1310,2021,2,FT,Research Scientist,120500,CAD,96113,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1311,2021,2,FT,Data Analyst,90000,CAD,71786,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1312,2021,1,FT,Research Scientist,80000,CAD,63810,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1313,2021,2,FT,Data Scientist,130000,CAD,103691,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1314,2021,2,FT,Big Data Architect,125000,CAD,99703,50,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1315,2021,1,FT,Research Scientist,235000,CAD,187442,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1316,2021,1,FT,Data Scientist,95000,CAD,75774,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1317,2021,2,FT,Data Science Engineer,159500,CAD,127221,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1318,2022,2,FT,DevOps Engineer,144000,CAD,114256,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1319,2021,2,FL,Copywriter,220000,CAD,175477,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1320,2022,1,FT,Information Security Specialist,100000,AUD,72046,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1321,2022,1,FT,Information Security Specialist,100000,CAD,79344,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1322,2021,1,FT,Cyber Security Analyst,60000,CAD,47857,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1323,2022,0,FT,Cyber Threat Analyst,99000,USD,99000,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1324,2020,2,FT,DevOps Engineer,95000,CAD,70859,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1325,2021,0,FT,DevOps Engineer,65000,CAD,51845,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1326,2020,2,FT,DevOps Engineer,95000,CAD,70859,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1327,2021,0,FT,DevOps Engineer,65000,CAD,51845,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1328,2021,1,FT,Android Engineer,115000,CAD,91727,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1329,2021,3,FT,DevOps Manager,160000,CAD,127620,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1330,2021,2,FT,Ansible Automation Engineer,260000,CAD,207382,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1331,2021,1,FT,Data Scientist,95000,CAD,75774,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1332,2021,2,FT,Data Science Engineer,159500,CAD,127221,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1333,2021,1,FT,UI Designer,60000,USD,60000,50,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1334,2021,2,FT,Site Reliability Engineer,105000,CAD,83750,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1335,2021,2,FT,DevSecOps Engineer,130000,CAD,103691,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1336,2021,2,FT,Cyber Security Specialist,95000,CAD,75774,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1337,2021,1,FT,Penetration Tester,80000,CAD,63810,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1338,2021,1,FT,SOC Analyst,80000,CAD,63810,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1339,2021,1,FT,Research Scientist,235000,CAD,187442,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1340,2020,2,FT,SOC Analyst,85000,CAD,63400,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1341,2021,3,FT,Chief Information Security Officer,300000,CAD,239287,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1342,2021,1,FT,Information Security Analyst,100000,CAD,79762,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1343,2021,2,FT,Information Security Manager,140000,CAD,111667,50,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1344,2021,2,FT,Information Security Specialist,85000,CAD,67798,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1345,2021,2,FT,Security Engineer,150000,CAD,119643,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1346,2021,2,FT,Data Scientist,130000,CAD,103691,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1347,2021,2,FT,Big Data Architect,125000,CAD,99703,50,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1348,2021,2,FT,Site Reliability Engineer,125000,CAD,99703,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1349,2020,2,FT,Site Reliability Engineer,78000,CAD,58179,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1350,2021,1,FT,Site Reliability Engineer,100000,CAD,79762,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1351,2021,0,FT,DevOps Engineer,65000,CAD,51845,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1352,2021,0,FT,DevOps Engineer,70000,CAD,55833,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1353,2021,1,FT,Penetration Tester,95000,CAD,75774,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1354,2021,2,FT,DevOps Manager,95000,CAD,75774,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1355,2021,2,FT,Director of Infrastructure,250000,CAD,199406,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1356,2021,1,FT,DevSecOps Engineer,75000,CAD,59821,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1357,2021,1,FT,Site Reliability Engineer,138000,CAD,110072,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1358,2020,1,FT,Cloud DevOps Engineer,225000,CAD,167825,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1359,2021,2,FT,Software QA Automation Engineer,108000,CAD,86143,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1360,2021,1,FT,DevOps Engineer,107000,CAD,85346,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1361,2021,1,FT,Azure Cloud Engineer,130000,CAD,103691,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1362,2020,1,FT,Database Reliability Engineer,85500,CAD,63773,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1363,2021,2,FT,Platform Engineer,200000,CAD,159525,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1364,2020,2,FT,DevOps Engineer,140000,CAD,104424,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1365,2020,1,FT,Site Reliability Engineer,75000,CAD,55941,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1366,2021,2,FT,Platform Engineer,300000,CAD,239287,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1367,2021,1,FT,DevOps Engineer,100000,CAD,79762,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1368,2021,1,FT,DevOps Engineer,90000,CAD,71786,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1369,2020,2,FT,DevOps Engineer,135000,CAD,100695,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1370,2020,2,FT,DevOps Engineer,95000,CAD,70859,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1371,2021,1,FT,Security Automation Engineer,96000,CAD,76572,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1372,2021,2,FT,Site Reliability Engineering Manager,180000,CAD,143572,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1373,2021,1,FT,DevOps Engineer,82000,CAD,65405,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1374,2020,0,FT,DevOps Automation Engineer,80000,CAD,59671,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1375,2021,2,FT,Principal Site Reliability Engineer,140000,CAD,111667,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1376,2021,1,FT,Cloud DevOps Engineer,125000,CAD,99703,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1377,2021,1,FT,Research Scientist,80000,CAD,63810,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1378,2020,2,FT,DevOps Engineer,280000,CAD,208849,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1379,2021,0,FT,SOC Analyst,47000,CAD,37488,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1380,2020,2,FT,Product Designer,92000,CAD,68621,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1381,2021,3,FT,Information Security Architect,170000,CAD,135596,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1382,2021,0,FT,Information Security Analyst,76000,CAD,60619,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1383,2021,2,FT,Cyber Security Analyst,99000,CAD,78965,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1384,2021,2,FT,DevOps Engineer,105000,CAD,83750,50,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1385,2020,2,FT,Cloud Architect,120000,CAD,89506,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1386,2021,2,FT,DevOps Engineer,142000,CAD,113262,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1387,2021,2,FT,DevOps Engineer,135000,CAD,107679,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1388,2020,1,FT,Site Reliability Engineer,70000,CAD,52212,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1389,2021,2,FT,DevOps Infrastructure Engineer,145000,CAD,115655,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1390,2020,2,FT,DevOps Engineer,120000,CAD,89506,50,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1391,2020,1,FT,Application Security Engineer,107000,CAD,79810,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1392,2021,2,FT,Penetration Tester,126000,CAD,100500,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1393,2021,2,FT,Penetration Tester,113500,CAD,90530,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1394,2021,0,FT,SOC Analyst,76000,CAD,60619,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1395,2020,2,FT,Cyber Security Specialist,104000,CAD,77572,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1396,2021,2,FT,Data Scientist,110000,CAD,87738,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1397,2021,2,FT,Research Scientist,120500,CAD,96113,50,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1398,2021,2,FT,Data Analyst,90000,CAD,71786,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,1.0
1399,2020,0,FT,Product Manager,90000,CAD,67130,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1400,2021,2,FT,Product Designer,95000,CAD,75774,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1401,2021,2,FT,Full Stack Software Engineer,110000,CAD,87738,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1402,2020,2,FT,Recruiter,120000,CAD,89506,100,0,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1403,2021,2,FT,UX Designer,11200,CAD,8933,100,1,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1404,2021,2,FT,Software Development Manager,180000,CAD,143572,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1405,2020,0,FT,Frontend Developer,85000,CAD,63400,100,2,CAN,CAN,46991.21483238116,46991.21483238116,1.0,0.0
1406,2021,2,FT,Staff Site Reliability Engineer,180000,CAD,143572,100,1,GBR,CAN,43044.983613571414,46991.21483238116,0.0,0.0
1407,2021,2,FT,Staff Site Reliability Engineer,180000,CAD,143572,100,1,GBR,CAN,43044.983613571414,46991.21483238116,0.0,0.0
1408,2021,1,FT,Site Reliability Engineer,147000,CAD,117251,100,1,FIN,CAN,40817.35600371356,46991.21483238116,0.0,0.0
1409,2021,1,FT,Site Reliability Engineer,147000,CAD,117251,100,1,FIN,CAN,40817.35600371356,46991.21483238116,0.0,0.0
1412,2020,2,FT,Site Reliability Engineer,150000,CAD,111883,100,2,KOR,CAN,37689.5475044508,46991.21483238116,0.0,0.0
1413,2021,1,CT,DevOps Engineer,140000,EUR,165488,100,1,USA,ESP,56823.436824068805,34519.27185415612,0.0,0.0
1414,2021,2,FT,Site Reliability Engineer,150000,USD,150000,100,1,USA,ESP,56823.436824068805,34519.27185415612,0.0,0.0
1415,2020,2,FT,Cloud Security Engineer,65000,EUR,74130,50,2,USA,ESP,56823.436824068805,34519.27185415612,0.0,0.0
1416,2021,1,CT,DevOps Engineer,140000,EUR,165488,100,1,USA,ESP,56823.436824068805,34519.27185415612,0.0,0.0
1417,2020,2,CT,DevOps Engineer,65000,USD,65000,100,2,USA,ESP,56823.436824068805,34519.27185415612,0.0,0.0
1418,2020,1,FT,Data Engineer,130800,USD,130800,100,1,USA,ESP,56823.436824068805,34519.27185415612,0.0,1.0
1419,2020,1,FT,Product Manager,153000,USD,153000,100,1,USA,ESP,56823.436824068805,34519.27185415612,0.0,0.0
1420,2020,2,FT,Software Engineer,145200,USD,145200,100,1,USA,ESP,56823.436824068805,34519.27185415612,0.0,0.0
1421,2020,1,FT,DevOps Engineer,33000,EUR,37635,100,2,NLD,ESP,50969.52428658616,34519.27185415612,0.0,0.0
1422,2021,2,FT,DevOps Architect,32000,EUR,37825,100,2,ESP,ESP,34519.27185415612,34519.27185415612,1.0,0.0
1423,2021,2,FT,DevOps Architect,38000,EUR,44918,50,2,ESP,ESP,34519.27185415612,34519.27185415612,1.0,0.0
1424,2021,1,FT,DevOps Infrastructure Engineer,40000,EUR,47282,100,2,ESP,ESP,34519.27185415612,34519.27185415612,1.0,0.0
1425,2021,2,FT,DevOps Infrastructure Engineer,48500,EUR,57329,100,2,ESP,ESP,34519.27185415612,34519.27185415612,1.0,0.0
1426,2021,2,FT,Manager of DevOps & Engineering Infrastructure,60000,EUR,70923,100,1,ESP,ESP,34519.27185415612,34519.27185415612,1.0,0.0
1427,2021,1,FT,Penetration Tester,33000,EUR,39007,100,1,ESP,ESP,34519.27185415612,34519.27185415612,1.0,0.0
